country,year,cases,sex,age
FR,1970,6.0,f,0-4
FR,1970,1.0,f,0-4
FR,1970,7.0,m,0-4
FR,1970,8.0,m,0-4
FR,1970,8.0,m,0-4
FR,1970,5.0,m,0-4
FR,1970,138.0,f,15-24
FR,1970,124.0,f,15-24
FR,1970,117.0,f,15-24
FR,1970,110.0,f,15-24
FR,1970,108.0,f,15-24
FR,1970,131.0,f,15-24
FR,1970,106.0,f,15-24
FR,1970,114.0,f,15-24
FR,1970,96.0,f,15-24
FR,1970,104.0,f,15-24
FR,1970,112.0,f,15-24
FR,1970,127.0,f,15-24
FR,1970,57.0,f,15-24
FR,1970,156.0,m,15-24
FR,1970,124.0,m,15-24
FR,1970,113.0,m,15-24
FR,1970,147.0,m,15-24
FR,1970,136.0,m,15-24
FR,1970,124.0,m,15-24
FR,1970,138.0,m,15-24
FR,1970,129.0,m,15-24
FR,1970,109.0,m,15-24
FR,1970,127.0,m,15-24
FR,1970,137.0,m,15-24
FR,1970,120.0,m,15-24
FR,1970,73.0,m,15-24
FR,1970,226.0,f,25-34
FR,1970,195.0,f,25-34
FR,1970,166.0,f,25-34
FR,1970,145.0,f,25-34
FR,1970,127.0,f,25-34
FR,1970,132.0,f,25-34
FR,1970,127.0,f,25-34
FR,1970,129.0,f,25-34
FR,1970,116.0,f,25-34
FR,1970,134.0,f,25-34
FR,1970,158.0,f,25-34
FR,1970,167.0,f,25-34
FR,1970,96.0,f,25-34
FR,1970,431.0,m,25-34
FR,1970,335.0,m,25-34
FR,1970,288.0,m,25-34
FR,1970,267.0,m,25-34
FR,1970,248.0,m,25-34
FR,1970,230.0,m,25-34
FR,1970,265.0,m,25-34
FR,1970,249.0,m,25-34
FR,1970,222.0,m,25-34
FR,1970,212.0,m,25-34
FR,1970,214.0,m,25-34
FR,1970,225.0,m,25-34
FR,1970,136.0,m,25-34
FR,1970,176.0,f,35-44
FR,1970,131.0,f,35-44
FR,1970,115.0,f,35-44
FR,1970,120.0,f,35-44
FR,1970,89.0,f,35-44
FR,1970,102.0,f,35-44
FR,1970,90.0,f,35-44
FR,1970,79.0,f,35-44
FR,1970,82.0,f,35-44
FR,1970,82.0,f,35-44
FR,1970,91.0,f,35-44
FR,1970,91.0,f,35-44
FR,1970,71.0,f,35-44
FR,1970,502.0,m,35-44
FR,1970,413.0,m,35-44
FR,1970,362.0,m,35-44
FR,1970,310.0,m,35-44
FR,1970,247.0,m,35-44
FR,1970,260.0,m,35-44
FR,1970,223.0,m,35-44
FR,1970,223.0,m,35-44
FR,1970,220.0,m,35-44
FR,1970,222.0,m,35-44
FR,1970,238.0,m,35-44
FR,1970,196.0,m,35-44
FR,1970,161.0,m,35-44
FR,1970,90.0,f,45-54
FR,1970,79.0,f,45-54
FR,1970,80.0,f,45-54
FR,1970,80.0,f,45-54
FR,1970,46.0,f,45-54
FR,1970,63.0,f,45-54
FR,1970,56.0,f,45-54
FR,1970,44.0,f,45-54
FR,1970,53.0,f,45-54
FR,1970,56.0,f,45-54
FR,1970,67.0,f,45-54
FR,1970,56.0,f,45-54
FR,1970,50.0,f,45-54
FR,1970,414.0,m,45-54
FR,1970,351.0,m,45-54
FR,1970,271.0,m,45-54
FR,1970,276.0,m,45-54
FR,1970,211.0,m,45-54
FR,1970,205.0,m,45-54
FR,1970,219.0,m,45-54
FR,1970,190.0,m,45-54
FR,1970,200.0,m,45-54
FR,1970,196.0,m,45-54
FR,1970,209.0,m,45-54
FR,1970,219.0,m,45-54
FR,1970,134.0,m,45-54
FR,1970,11.0,f,5-14
FR,1970,11.0,f,5-14
FR,1970,14.0,f,5-14
FR,1970,7.0,f,5-14
FR,1970,5.0,m,5-14
FR,1970,9.0,m,5-14
FR,1970,9.0,m,5-14
FR,1970,5.0,m,5-14
FR,1970,92.0,f,55-64
FR,1970,82.0,f,55-64
FR,1970,57.0,f,55-64
FR,1970,60.0,f,55-64
FR,1970,43.0,f,55-64
FR,1970,40.0,f,55-64
FR,1970,33.0,f,55-64
FR,1970,32.0,f,55-64
FR,1970,34.0,f,55-64
FR,1970,38.0,f,55-64
FR,1970,44.0,f,55-64
FR,1970,61.0,f,55-64
FR,1970,38.0,f,55-64
FR,1970,297.0,m,55-64
FR,1970,248.0,m,55-64
FR,1970,194.0,m,55-64
FR,1970,157.0,m,55-64
FR,1970,125.0,m,55-64
FR,1970,119.0,m,55-64
FR,1970,119.0,m,55-64
FR,1970,127.0,m,55-64
FR,1970,138.0,m,55-64
FR,1970,134.0,m,55-64
FR,1970,153.0,m,55-64
FR,1970,156.0,m,55-64
FR,1970,110.0,m,55-64
FR,1970,365.0,f,65+
FR,1970,376.0,f,65+
FR,1970,274.0,f,65+
FR,1970,284.0,f,65+
FR,1970,155.0,f,65+
FR,1970,183.0,f,65+
FR,1970,161.0,f,65+
FR,1970,159.0,f,65+
FR,1970,171.0,f,65+
FR,1970,180.0,f,65+
FR,1970,170.0,f,65+
FR,1970,188.0,f,65+
FR,1970,101.0,f,65+
FR,1970,496.0,m,65+
FR,1970,475.0,m,65+
FR,1970,343.0,m,65+
FR,1970,318.0,m,65+
FR,1970,244.0,m,65+
FR,1970,211.0,m,65+
FR,1970,180.0,m,65+
FR,1970,210.0,m,65+
FR,1970,216.0,m,65+
FR,1970,205.0,m,65+
FR,1970,278.0,m,65+
FR,1970,273.0,m,65+
FR,1970,175.0,m,65+
FR,1970,36.0,f,
FR,1970,22.0,f,
FR,1970,17.0,f,
FR,1970,25.0,f,
FR,1970,18.0,f,
FR,1970,17.0,f,
FR,1970,13.0,f,
FR,1970,16.0,f,
FR,1970,11.0,f,
FR,1970,16.0,f,
FR,1970,15.0,f,
FR,1970,20.0,f,
FR,1970,8.0,f,
FR,1970,0.0,f,
FR,1970,0.0,f,
FR,1970,0.0,f,
FR,1970,0.0,f,
FR,1970,30.0,m,
FR,1970,36.0,m,
FR,1970,24.0,m,
FR,1970,13.0,m,
FR,1970,10.0,m,
FR,1970,10.0,m,
FR,1970,24.0,m,
FR,1970,18.0,m,
FR,1970,13.0,m,
FR,1970,12.0,m,
FR,1970,17.0,m,
FR,1970,17.0,m,
FR,1970,10.0,m,
FR,1970,0.0,m,
FR,1970,0.0,m,
FR,1970,0.0,m,
FR,1970,1.0,m,
GA,1970,1.0,f,0-4
GA,1970,1.0,m,0-4
GA,1970,47.0,f,15-24
GA,1970,33.0,f,15-24
GA,1970,97.0,f,15-24
GA,1970,97.0,f,15-24
GA,1970,127.0,f,15-24
GA,1970,125.0,f,15-24
GA,1970,138.0,f,15-24
GA,1970,173.0,f,15-24
GA,1970,128.0,f,15-24
GA,1970,160.0,f,15-24
GA,1970,209.0,f,15-24
GA,1970,45.0,m,15-24
GA,1970,28.0,m,15-24
GA,1970,93.0,m,15-24
GA,1970,98.0,m,15-24
GA,1970,137.0,m,15-24
GA,1970,137.0,m,15-24
GA,1970,165.0,m,15-24
GA,1970,197.0,m,15-24
GA,1970,123.0,m,15-24
GA,1970,157.0,m,15-24
GA,1970,209.0,m,15-24
GA,1970,54.0,f,25-34
GA,1970,26.0,f,25-34
GA,1970,85.0,f,25-34
GA,1970,110.0,f,25-34
GA,1970,139.0,f,25-34
GA,1970,140.0,f,25-34
GA,1970,144.0,f,25-34
GA,1970,141.0,f,25-34
GA,1970,123.0,f,25-34
GA,1970,123.0,f,25-34
GA,1970,158.0,f,25-34
GA,1970,74.0,m,25-34
GA,1970,44.0,m,25-34
GA,1970,159.0,m,25-34
GA,1970,158.0,m,25-34
GA,1970,205.0,m,25-34
GA,1970,173.0,m,25-34
GA,1970,225.0,m,25-34
GA,1970,289.0,m,25-34
GA,1970,199.0,m,25-34
GA,1970,207.0,m,25-34
GA,1970,297.0,m,25-34
GA,1970,28.0,f,35-44
GA,1970,19.0,f,35-44
GA,1970,67.0,f,35-44
GA,1970,67.0,f,35-44
GA,1970,73.0,f,35-44
GA,1970,71.0,f,35-44
GA,1970,107.0,f,35-44
GA,1970,80.0,f,35-44
GA,1970,88.0,f,35-44
GA,1970,79.0,f,35-44
GA,1970,93.0,f,35-44
GA,1970,80.0,m,35-44
GA,1970,40.0,m,35-44
GA,1970,129.0,m,35-44
GA,1970,129.0,m,35-44
GA,1970,147.0,m,35-44
GA,1970,148.0,m,35-44
GA,1970,149.0,m,35-44
GA,1970,143.0,m,35-44
GA,1970,140.0,m,35-44
GA,1970,148.0,m,35-44
GA,1970,196.0,m,35-44
GA,1970,25.0,f,45-54
GA,1970,11.0,f,45-54
GA,1970,32.0,f,45-54
GA,1970,32.0,f,45-54
GA,1970,34.0,f,45-54
GA,1970,32.0,f,45-54
GA,1970,51.0,f,45-54
GA,1970,37.0,f,45-54
GA,1970,29.0,f,45-54
GA,1970,39.0,f,45-54
GA,1970,59.0,f,45-54
GA,1970,54.0,m,45-54
GA,1970,22.0,m,45-54
GA,1970,76.0,m,45-54
GA,1970,76.0,m,45-54
GA,1970,73.0,m,45-54
GA,1970,63.0,m,45-54
GA,1970,103.0,m,45-54
GA,1970,83.0,m,45-54
GA,1970,70.0,m,45-54
GA,1970,89.0,m,45-54
GA,1970,104.0,m,45-54
GA,1970,28.0,f,5-14
GA,1970,13.0,m,5-14
GA,1970,19.0,f,55-64
GA,1970,4.0,f,55-64
GA,1970,30.0,f,55-64
GA,1970,30.0,f,55-64
GA,1970,21.0,f,55-64
GA,1970,21.0,f,55-64
GA,1970,33.0,f,55-64
GA,1970,24.0,f,55-64
GA,1970,29.0,f,55-64
GA,1970,20.0,f,55-64
GA,1970,32.0,f,55-64
GA,1970,30.0,m,55-64
GA,1970,11.0,m,55-64
GA,1970,43.0,m,55-64
GA,1970,43.0,m,55-64
GA,1970,60.0,m,55-64
GA,1970,27.0,m,55-64
GA,1970,48.0,m,55-64
GA,1970,47.0,m,55-64
GA,1970,38.0,m,55-64
GA,1970,40.0,m,55-64
GA,1970,45.0,m,55-64
GA,1970,3.0,f,65+
GA,1970,4.0,f,65+
GA,1970,14.0,f,65+
GA,1970,14.0,f,65+
GA,1970,21.0,f,65+
GA,1970,28.0,f,65+
GA,1970,18.0,f,65+
GA,1970,27.0,f,65+
GA,1970,18.0,f,65+
GA,1970,21.0,f,65+
GA,1970,17.0,f,65+
GA,1970,15.0,m,65+
GA,1970,2.0,m,65+
GA,1970,32.0,m,65+
GA,1970,32.0,m,65+
GA,1970,46.0,m,65+
GA,1970,40.0,m,65+
GA,1970,22.0,m,65+
GA,1970,50.0,m,65+
GA,1970,25.0,m,65+
GA,1970,23.0,m,65+
GA,1970,39.0,m,65+
GA,1970,9.0,f,
GA,1970,5.0,f,
GA,1970,15.0,f,
GA,1970,15.0,f,
GA,1970,27.0,f,
GA,1970,18.0,f,
GA,1970,16.0,f,
GA,1970,15.0,f,
GA,1970,19.0,f,
GA,1970,19.0,f,
GA,1970,29.0,f,
GA,1970,3.0,m,
GA,1970,0.0,m,
GA,1970,14.0,m,
GA,1970,14.0,m,
GA,1970,21.0,m,
GA,1970,10.0,m,
GA,1970,14.0,m,
GA,1970,17.0,m,
GA,1970,13.0,m,
GA,1970,20.0,m,
GA,1970,14.0,m,
GB,1970,0.0,f,0-4
GB,1970,2.0,f,0-4
GB,1970,1.0,f,0-4
GB,1970,4.0,f,0-4
GB,1970,4.0,m,0-4
GB,1970,3.0,m,0-4
GB,1970,2.0,m,0-4
GB,1970,1.0,m,0-4
GB,1970,67.0,f,15-24
GB,1970,105.0,f,15-24
GB,1970,55.0,f,15-24
GB,1970,95.0,f,15-24
GB,1970,74.0,f,15-24
GB,1970,82.0,f,15-24
GB,1970,108.0,f,15-24
GB,1970,126.0,f,15-24
GB,1970,115.0,f,15-24
GB,1970,168.0,f,15-24
GB,1970,145.0,f,15-24
GB,1970,134.0,f,15-24
GB,1970,68.0,m,15-24
GB,1970,103.0,m,15-24
GB,1970,68.0,m,15-24
GB,1970,86.0,m,15-24
GB,1970,99.0,m,15-24
GB,1970,94.0,m,15-24
GB,1970,101.0,m,15-24
GB,1970,118.0,m,15-24
GB,1970,135.0,m,15-24
GB,1970,173.0,m,15-24
GB,1970,183.0,m,15-24
GB,1970,125.0,m,15-24
GB,1970,64.0,f,25-34
GB,1970,103.0,f,25-34
GB,1970,80.0,f,25-34
GB,1970,114.0,f,25-34
GB,1970,104.0,f,25-34
GB,1970,131.0,f,25-34
GB,1970,148.0,f,25-34
GB,1970,176.0,f,25-34
GB,1970,163.0,f,25-34
GB,1970,192.0,f,25-34
GB,1970,222.0,f,25-34
GB,1970,181.0,f,25-34
GB,1970,87.0,m,25-34
GB,1970,164.0,m,25-34
GB,1970,93.0,m,25-34
GB,1970,130.0,m,25-34
GB,1970,135.0,m,25-34
GB,1970,142.0,m,25-34
GB,1970,182.0,m,25-34
GB,1970,203.0,m,25-34
GB,1970,200.0,m,25-34
GB,1970,244.0,m,25-34
GB,1970,286.0,m,25-34
GB,1970,188.0,m,25-34
GB,1970,43.0,f,35-44
GB,1970,71.0,f,35-44
GB,1970,60.0,f,35-44
GB,1970,60.0,f,35-44
GB,1970,57.0,f,35-44
GB,1970,66.0,f,35-44
GB,1970,88.0,f,35-44
GB,1970,85.0,f,35-44
GB,1970,80.0,f,35-44
GB,1970,112.0,f,35-44
GB,1970,91.0,f,35-44
GB,1970,90.0,f,35-44
GB,1970,90.0,m,35-44
GB,1970,141.0,m,35-44
GB,1970,68.0,m,35-44
GB,1970,96.0,m,35-44
GB,1970,105.0,m,35-44
GB,1970,132.0,m,35-44
GB,1970,128.0,m,35-44
GB,1970,148.0,m,35-44
GB,1970,166.0,m,35-44
GB,1970,213.0,m,35-44
GB,1970,223.0,m,35-44
GB,1970,155.0,m,35-44
GB,1970,34.0,f,45-54
GB,1970,44.0,f,45-54
GB,1970,29.0,f,45-54
GB,1970,31.0,f,45-54
GB,1970,54.0,f,45-54
GB,1970,44.0,f,45-54
GB,1970,47.0,f,45-54
GB,1970,47.0,f,45-54
GB,1970,39.0,f,45-54
GB,1970,60.0,f,45-54
GB,1970,58.0,f,45-54
GB,1970,27.0,f,45-54
GB,1970,84.0,m,45-54
GB,1970,108.0,m,45-54
GB,1970,53.0,m,45-54
GB,1970,87.0,m,45-54
GB,1970,96.0,m,45-54
GB,1970,98.0,m,45-54
GB,1970,81.0,m,45-54
GB,1970,103.0,m,45-54
GB,1970,95.0,m,45-54
GB,1970,148.0,m,45-54
GB,1970,169.0,m,45-54
GB,1970,111.0,m,45-54
GB,1970,14.0,f,5-14
GB,1970,20.0,f,5-14
GB,1970,19.0,f,5-14
GB,1970,12.0,f,5-14
GB,1970,5.0,m,5-14
GB,1970,6.0,m,5-14
GB,1970,11.0,m,5-14
GB,1970,4.0,m,5-14
GB,1970,24.0,f,55-64
GB,1970,39.0,f,55-64
GB,1970,30.0,f,55-64
GB,1970,31.0,f,55-64
GB,1970,38.0,f,55-64
GB,1970,33.0,f,55-64
GB,1970,17.0,f,55-64
GB,1970,33.0,f,55-64
GB,1970,28.0,f,55-64
GB,1970,42.0,f,55-64
GB,1970,45.0,f,55-64
GB,1970,28.0,f,55-64
GB,1970,60.0,m,55-64
GB,1970,105.0,m,55-64
GB,1970,51.0,m,55-64
GB,1970,75.0,m,55-64
GB,1970,81.0,m,55-64
GB,1970,90.0,m,55-64
GB,1970,59.0,m,55-64
GB,1970,85.0,m,55-64
GB,1970,95.0,m,55-64
GB,1970,88.0,m,55-64
GB,1970,97.0,m,55-64
GB,1970,61.0,m,55-64
GB,1970,51.0,f,65+
GB,1970,114.0,f,65+
GB,1970,69.0,f,65+
GB,1970,67.0,f,65+
GB,1970,105.0,f,65+
GB,1970,93.0,f,65+
GB,1970,55.0,f,65+
GB,1970,65.0,f,65+
GB,1970,83.0,f,65+
GB,1970,97.0,f,65+
GB,1970,138.0,f,65+
GB,1970,62.0,f,65+
GB,1970,107.0,m,65+
GB,1970,225.0,m,65+
GB,1970,126.0,m,65+
GB,1970,138.0,m,65+
GB,1970,117.0,m,65+
GB,1970,153.0,m,65+
GB,1970,92.0,m,65+
GB,1970,94.0,m,65+
GB,1970,124.0,m,65+
GB,1970,191.0,m,65+
GB,1970,202.0,m,65+
GB,1970,99.0,m,65+
GB,1970,8.0,f,
GB,1970,9.0,f,
GB,1970,6.0,f,
GB,1970,9.0,f,
GB,1970,15.0,f,
GB,1970,6.0,f,
GB,1970,14.0,f,
GB,1970,13.0,f,
GB,1970,14.0,f,
GB,1970,22.0,f,
GB,1970,20.0,f,
GB,1970,16.0,f,
GB,1970,1.0,f,
GB,1970,0.0,f,
GB,1970,2.0,f,
GB,1970,0.0,f,
GB,1970,2.0,m,
GB,1970,11.0,m,
GB,1970,8.0,m,
GB,1970,8.0,m,
GB,1970,10.0,m,
GB,1970,6.0,m,
GB,1970,13.0,m,
GB,1970,10.0,m,
GB,1970,9.0,m,
GB,1970,9.0,m,
GB,1970,13.0,m,
GB,1970,5.0,m,
GB,1970,0.0,m,
GB,1970,0.0,m,
GB,1970,1.0,m,
GB,1970,0.0,m,
GD,1970,0.0,f,0-4
GD,1970,0.0,m,0-4
GD,1970,1.0,f,15-24
GD,1970,0.0,f,15-24
GD,1970,0.0,f,15-24
GD,1970,1.0,f,15-24
GD,1970,0.0,m,15-24
GD,1970,1.0,m,15-24
GD,1970,0.0,m,15-24
GD,1970,0.0,m,15-24
GD,1970,1.0,m,15-24
GD,1970,0.0,f,25-34
GD,1970,0.0,f,25-34
GD,1970,0.0,f,25-34
GD,1970,1.0,m,25-34
GD,1970,0.0,m,25-34
GD,1970,1.0,m,25-34
GD,1970,1.0,m,25-34
GD,1970,0.0,f,35-44
GD,1970,0.0,f,35-44
GD,1970,0.0,f,35-44
GD,1970,0.0,m,35-44
GD,1970,1.0,m,35-44
GD,1970,0.0,m,35-44
GD,1970,0.0,m,35-44
GD,1970,1.0,m,35-44
GD,1970,0.0,f,45-54
GD,1970,0.0,f,45-54
GD,1970,0.0,f,45-54
GD,1970,0.0,m,45-54
GD,1970,0.0,m,45-54
GD,1970,0.0,m,45-54
GD,1970,1.0,m,45-54
GD,1970,0.0,m,45-54
GD,1970,2.0,m,45-54
GD,1970,0.0,f,5-14
GD,1970,0.0,m,5-14
GD,1970,0.0,f,55-64
GD,1970,0.0,f,55-64
GD,1970,1.0,f,55-64
GD,1970,0.0,f,55-64
GD,1970,0.0,m,55-64
GD,1970,0.0,m,55-64
GD,1970,1.0,m,55-64
GD,1970,0.0,m,55-64
GD,1970,1.0,m,55-64
GD,1970,0.0,f,65+
GD,1970,1.0,f,65+
GD,1970,1.0,f,65+
GD,1970,0.0,f,65+
GD,1970,0.0,m,65+
GD,1970,0.0,m,65+
GD,1970,0.0,m,65+
GD,1970,0.0,m,65+
GD,1970,1.0,m,65+
GD,1970,1.0,m,65+
GD,1970,0.0,f,
GD,1970,0.0,f,
GD,1970,0.0,f,
GD,1970,0.0,m,
GD,1970,0.0,m,
GD,1970,0.0,m,
GD,1970,0.0,m,
GE,1970,0.0,f,0-4
GE,1970,0.0,f,0-4
GE,1970,2.0,f,0-4
GE,1970,25.0,f,0-4
GE,1970,0.0,m,0-4
GE,1970,0.0,m,0-4
GE,1970,6.0,m,0-4
GE,1970,39.0,m,0-4
GE,1970,8.0,f,15-24
GE,1970,13.0,f,15-24
GE,1970,38.0,f,15-24
GE,1970,41.0,f,15-24
GE,1970,27.0,f,15-24
GE,1970,49.0,f,15-24
GE,1970,63.0,f,15-24
GE,1970,54.0,f,15-24
GE,1970,65.0,f,15-24
GE,1970,87.0,f,15-24
GE,1970,109.0,f,15-24
GE,1970,115.0,f,15-24
GE,1970,153.0,f,15-24
GE,1970,396.0,f,15-24
GE,1970,20.0,m,15-24
GE,1970,27.0,m,15-24
GE,1970,75.0,m,15-24
GE,1970,64.0,m,15-24
GE,1970,135.0,m,15-24
GE,1970,76.0,m,15-24
GE,1970,142.0,m,15-24
GE,1970,155.0,m,15-24
GE,1970,112.0,m,15-24
GE,1970,157.0,m,15-24
GE,1970,226.0,m,15-24
GE,1970,315.0,m,15-24
GE,1970,277.0,m,15-24
GE,1970,710.0,m,15-24
GE,1970,17.0,f,25-34
GE,1970,28.0,f,25-34
GE,1970,46.0,f,25-34
GE,1970,52.0,f,25-34
GE,1970,40.0,f,25-34
GE,1970,37.0,f,25-34
GE,1970,63.0,f,25-34
GE,1970,68.0,f,25-34
GE,1970,59.0,f,25-34
GE,1970,81.0,f,25-34
GE,1970,105.0,f,25-34
GE,1970,110.0,f,25-34
GE,1970,140.0,f,25-34
GE,1970,374.0,f,25-34
GE,1970,30.0,m,25-34
GE,1970,82.0,m,25-34
GE,1970,97.0,m,25-34
GE,1970,91.0,m,25-34
GE,1970,176.0,m,25-34
GE,1970,111.0,m,25-34
GE,1970,233.0,m,25-34
GE,1970,197.0,m,25-34
GE,1970,220.0,m,25-34
GE,1970,292.0,m,25-34
GE,1970,272.0,m,25-34
GE,1970,392.0,m,25-34
GE,1970,388.0,m,25-34
GE,1970,974.0,m,25-34
GE,1970,17.0,f,35-44
GE,1970,36.0,f,35-44
GE,1970,40.0,f,35-44
GE,1970,25.0,f,35-44
GE,1970,26.0,f,35-44
GE,1970,33.0,f,35-44
GE,1970,37.0,f,35-44
GE,1970,39.0,f,35-44
GE,1970,56.0,f,35-44
GE,1970,52.0,f,35-44
GE,1970,58.0,f,35-44
GE,1970,71.0,f,35-44
GE,1970,67.0,f,35-44
GE,1970,252.0,f,35-44
GE,1970,25.0,m,35-44
GE,1970,93.0,m,35-44
GE,1970,91.0,m,35-44
GE,1970,99.0,m,35-44
GE,1970,151.0,m,35-44
GE,1970,113.0,m,35-44
GE,1970,199.0,m,35-44
GE,1970,181.0,m,35-44
GE,1970,185.0,m,35-44
GE,1970,226.0,m,35-44
GE,1970,268.0,m,35-44
GE,1970,300.0,m,35-44
GE,1970,308.0,m,35-44
GE,1970,906.0,m,35-44
GE,1970,18.0,f,45-54
GE,1970,23.0,f,45-54
GE,1970,36.0,f,45-54
GE,1970,14.0,f,45-54
GE,1970,10.0,f,45-54
GE,1970,17.0,f,45-54
GE,1970,22.0,f,45-54
GE,1970,31.0,f,45-54
GE,1970,19.0,f,45-54
GE,1970,32.0,f,45-54
GE,1970,46.0,f,45-54
GE,1970,60.0,f,45-54
GE,1970,54.0,f,45-54
GE,1970,171.0,f,45-54
GE,1970,40.0,m,45-54
GE,1970,76.0,m,45-54
GE,1970,67.0,m,45-54
GE,1970,58.0,m,45-54
GE,1970,77.0,m,45-54
GE,1970,63.0,m,45-54
GE,1970,117.0,m,45-54
GE,1970,119.0,m,45-54
GE,1970,111.0,m,45-54
GE,1970,177.0,m,45-54
GE,1970,207.0,m,45-54
GE,1970,241.0,m,45-54
GE,1970,230.0,m,45-54
GE,1970,739.0,m,45-54
GE,1970,4.0,f,5-14
GE,1970,5.0,f,5-14
GE,1970,4.0,f,5-14
GE,1970,83.0,f,5-14
GE,1970,0.0,m,5-14
GE,1970,3.0,m,5-14
GE,1970,1.0,m,5-14
GE,1970,122.0,m,5-14
GE,1970,7.0,f,55-64
GE,1970,27.0,f,55-64
GE,1970,19.0,f,55-64
GE,1970,17.0,f,55-64
GE,1970,10.0,f,55-64
GE,1970,10.0,f,55-64
GE,1970,18.0,f,55-64
GE,1970,20.0,f,55-64
GE,1970,23.0,f,55-64
GE,1970,26.0,f,55-64
GE,1970,17.0,f,55-64
GE,1970,26.0,f,55-64
GE,1970,17.0,f,55-64
GE,1970,109.0,f,55-64
GE,1970,18.0,m,55-64
GE,1970,38.0,m,55-64
GE,1970,58.0,m,55-64
GE,1970,52.0,m,55-64
GE,1970,55.0,m,55-64
GE,1970,45.0,m,55-64
GE,1970,46.0,m,55-64
GE,1970,54.0,m,55-64
GE,1970,65.0,m,55-64
GE,1970,80.0,m,55-64
GE,1970,76.0,m,55-64
GE,1970,86.0,m,55-64
GE,1970,96.0,m,55-64
GE,1970,427.0,m,55-64
GE,1970,5.0,f,65+
GE,1970,11.0,f,65+
GE,1970,12.0,f,65+
GE,1970,7.0,f,65+
GE,1970,8.0,f,65+
GE,1970,5.0,f,65+
GE,1970,22.0,f,65+
GE,1970,18.0,f,65+
GE,1970,17.0,f,65+
GE,1970,29.0,f,65+
GE,1970,47.0,f,65+
GE,1970,34.0,f,65+
GE,1970,46.0,f,65+
GE,1970,160.0,f,65+
GE,1970,12.0,m,65+
GE,1970,16.0,m,65+
GE,1970,16.0,m,65+
GE,1970,19.0,m,65+
GE,1970,23.0,m,65+
GE,1970,28.0,m,65+
GE,1970,46.0,m,65+
GE,1970,42.0,m,65+
GE,1970,53.0,m,65+
GE,1970,66.0,m,65+
GE,1970,60.0,m,65+
GE,1970,72.0,m,65+
GE,1970,75.0,m,65+
GE,1970,347.0,m,65+
GE,1970,2.0,f,
GE,1970,1.0,f,
GE,1970,0.0,f,
GE,1970,4.0,f,
GE,1970,3.0,f,
GE,1970,1.0,f,
GE,1970,2.0,f,
GE,1970,5.0,f,
GE,1970,1.0,f,
GE,1970,3.0,f,
GE,1970,4.0,f,
GE,1970,5.0,f,
GE,1970,6.0,f,
GE,1970,108.0,f,
GE,1970,1.0,f,
GE,1970,0.0,f,
GE,1970,0.0,f,
GE,1970,2.0,m,
GE,1970,4.0,m,
GE,1970,0.0,m,
GE,1970,4.0,m,
GE,1970,5.0,m,
GE,1970,4.0,m,
GE,1970,4.0,m,
GE,1970,1.0,m,
GE,1970,1.0,m,
GE,1970,3.0,m,
GE,1970,0.0,m,
GE,1970,3.0,m,
GE,1970,7.0,m,
GE,1970,161.0,m,
GE,1970,0.0,m,
GE,1970,1.0,m,
GE,1970,0.0,m,
GH,1970,199.0,f,15-24
GH,1970,177.0,f,15-24
GH,1970,363.0,f,15-24
GH,1970,483.0,f,15-24
GH,1970,491.0,f,15-24
GH,1970,456.0,f,15-24
GH,1970,515.0,f,15-24
GH,1970,489.0,f,15-24
GH,1970,487.0,f,15-24
GH,1970,454.0,f,15-24
GH,1970,450.0,f,15-24
GH,1970,494.0,f,15-24
GH,1970,453.0,f,15-24
GH,1970,223.0,m,15-24
GH,1970,216.0,m,15-24
GH,1970,406.0,m,15-24
GH,1970,553.0,m,15-24
GH,1970,586.0,m,15-24
GH,1970,550.0,m,15-24
GH,1970,587.0,m,15-24
GH,1970,535.0,m,15-24
GH,1970,579.0,m,15-24
GH,1970,532.0,m,15-24
GH,1970,592.0,m,15-24
GH,1970,557.0,m,15-24
GH,1970,596.0,m,15-24
GH,1970,272.0,f,25-34
GH,1970,260.0,f,25-34
GH,1970,651.0,f,25-34
GH,1970,758.0,f,25-34
GH,1970,753.0,f,25-34
GH,1970,791.0,f,25-34
GH,1970,814.0,f,25-34
GH,1970,806.0,f,25-34
GH,1970,744.0,f,25-34
GH,1970,701.0,f,25-34
GH,1970,693.0,f,25-34
GH,1970,711.0,f,25-34
GH,1970,667.0,f,25-34
GH,1970,397.0,m,25-34
GH,1970,345.0,m,25-34
GH,1970,941.0,m,25-34
GH,1970,1009.0,m,25-34
GH,1970,1132.0,m,25-34
GH,1970,1266.0,m,25-34
GH,1970,1223.0,m,25-34
GH,1970,1245.0,m,25-34
GH,1970,1265.0,m,25-34
GH,1970,1246.0,m,25-34
GH,1970,1201.0,m,25-34
GH,1970,1273.0,m,25-34
GH,1970,1164.0,m,25-34
GH,1970,205.0,f,35-44
GH,1970,200.0,f,35-44
GH,1970,418.0,f,35-44
GH,1970,493.0,f,35-44
GH,1970,492.0,f,35-44
GH,1970,566.0,f,35-44
GH,1970,623.0,f,35-44
GH,1970,592.0,f,35-44
GH,1970,586.0,f,35-44
GH,1970,518.0,f,35-44
GH,1970,527.0,f,35-44
GH,1970,515.0,f,35-44
GH,1970,564.0,f,35-44
GH,1970,398.0,m,35-44
GH,1970,368.0,m,35-44
GH,1970,781.0,m,35-44
GH,1970,913.0,m,35-44
